,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
10,"As an undergraduate, I took several classes with a professor who taught on a topic I enjoyed. He regularly gave me positive feedback on my work.  At some point, I asked him to become my advisor. At some point in my senior year, we went  out to lunch.  At the end of lunch, he told me his wife was out of town and asked if I wanted to come home with him for a martini. It was the middle of the day, on a weekday.

Over the years, I think I began to discount that memory, or my interpretation of it. Surely this full professor had not basically propositioned me when I was in college - I must have misremembered or imagined it.

Years later, as a postdoc, I ran into him at a conference that was being hosted at his institution (he had moved since I completed my undergrad). We briefly said hello, nothing more.

Later, when I landed a TT job, he reached out via email to congratulate me, and asked if I would be at a large conference that year. I was planning to attend, and was flattered that he was following my career.  I agreed to have dinner with him at the conference. We had dinner, and talked a great deal about my career trajectory.  He talked about his wife, and I talked about my partner of (at that time) 7 or 8 years, so there was no misunderstanding that we were both in committed relationships.  After dinner, he asked me up to his hotel room, which I politely declined.  As we said goodnight, he acted as if he would kiss me on the cheek.  At the last second, he turned and kissed me full on the mouth instead.",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,298
11,"1) A Dean asked me, ""Do you like to get fucked?"" I said no. He voiced his regret and we became friends until his death.  2) A Distinguished Professor tried to rape me. I finally escaped and ran out of his apartment. 3) An  Assistant Professor at a Research 1 university gave me a hickey during his department's party during his national association's annual meeting. I was given an invitation, flew out, gave a job talk, and received an offer. I turned it down. He has stalked me for almost 50 years.", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,94
12,"A well-known economic historian approached me at the Folger Shakespeare Library in the 1990s, when I was finishing my dissertation.  He claimed to be impressed with and interested in my work on early modern economic thought and gender, and I looked up to him as an important mentor and patron.  We were friends for many years, corresponding frequently by email.  He read my work and gave me a lot of helpful advice.   He also came onto me at a conference and pressured me very strongly to come to his hotel room for sex.  When I rebuffed him, he ended his friendship with me entirely.  I have not spoken or heard from him since.  This was a blow, since he had been an important patron.  He has a strong vindictive streak and I wondered what horrible things he told people about me after this incident.  ",Humanities,Other Type of School,Male,Faculty,Staff,155
13,"1. During a dance composition class the professor instructed my partner to slap my but during a lift. My pelvis was on my partner's shoulder. The whole class laughed.

2. During a job interview I was instructed to not wear high heels to work. How the professor looked at me made me feel uncomfortable. He also didn't pay me on time and I had to demand payment. He said that part of the program was a criminal retraining program. I ended up feeling like a criminal. After working there for a few weeks I found out that he just got hired as a professor at the same university that I was attending.  

3. A fellow student commented on my ass as I was walking out of class. Not that it really matters, but I wasn't even wearing something that was tight. 

4. I was kissed on my hand while working on a group project outside of the classroom during class time by a person that I was dating. I felt embarrassed, like I had no choice in the interaction. Everything happened so fast and I didn't know what to say or how to say no because it was in public and I didn't want to draw attention to myself.  ",Humanities,Multiple,Male,Undergraduate Student,Undergraduate Student,211
14,"My friend was being harassed by a guy in our lab group.  He'd mock her work and in general give her a hard time.  It wasn't until later that I found out that he'd physically assaulted her in lab one night.  Some time later he found out that she told me and got nasty towards both of us.  I reported him to the department, but the adviser didn't take me seriously and encouraged all of us to sit down to talk it out as she thought it was just a misunderstanding.  When he found out I had reported him, he told the department adviser that he wanted to shut me up and that if this continued he'd ruin mine and my friend's career by going to our adviser. I asked for and was granted a university restraining order against him, to which he responded by getting a restraining order against me, claiming that I was out to get him.  Though the restraining order prohibits discussing circumstances with other members of the university who are not involved, he told my entire lab group some story about how I was a crazy person and making up stories to get him kicked out.  I only found out when one of my labmates stopped speaking to me and told me I should have kept my mouth shut.  I alerted the Title IX office as well as a university office that he was violating his terms of the order and retaliating against me for coming forward.  University office didn't do anything.  Title IX had a very intimidating and aggressive interview process for both me and my friend, who was scared about coming forward in the first place.  Title IX concluded that they thought he was crazy but that he wasn't going to do anything and was going to be out of the country for the next couple of months.  No action taken.  We ended up telling my adviser because I was too scared to be in the lab alone with him.  My adviser agreed to keep us separate until he left.  The guy graduated, but he's still around.  Pretty sure my adviser has forgotten the incident even happened.              ",Applied science,Other Type of School,Male,Graduate Student,Graduate Student,393
15,"When I was a graduate student, another graduate student began heavily flirting with me.  This included time during observing runs, when we were both alone together in an isolated location.  Eventually we began a relationship, which she insisted we keep secret.  After a month she made it clear that she still intended on seeing her ex-boyfriend, and ended things with me.",Natural sciences,Other Type of School,Female,Graduate Student,Graduate Student,64
16,"In the middle of a class discussion on early 20th century sociology, the professor proclaimed to the entire class that I was sexy, despite my being ""older than the rest"" of the students. This prof revels in his ""academic rebel"" persona and enjoys making outrageous/heavy-handed and un-PC remarks, often calling out students and engaging them in silly/ridiculous conversation related to some personal characteristic (name, state or country of origin, family status, religion, hobbies, etc.).  Usually it's all in good fun, but slightly uncomfortable/awkward.  This was the first time (in this class), however, he made a comment toward anyone that was sexual in nature.  I was so shocked that I gasped and laughed in surprise, but after the shock passed, really resented that he verbalized the idea that I'm some hottie Latina MILF.  I believe the professor actually thought he was complimenting me, however, now I always wonder what other students/faculty think of me, and whether my intellectual credibility is overshadowed by my appearance/ethnicity. I feel I constantly have to overcompensate intellectually while repressing personal expression to counteract any stereotypes that were raised/reinforced by that comment.  It's exhausting.", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,192
17,"I was on a graduate school interview and went to a social event with current graduate students in the program. We went out to dinner and then to a bar where one of the more senior graduate students told another female applicant and me that his evaluations of us, which he implied would be shared with the selection committee, would be higher if we kissed each other. I laughed it off uncomfortably, but he was not joking. This person was a clinical psychology graduate student. Blatant coercion and sexual harassment are completely antithetical to the code of ethics for clinical psychologists.", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,101
18,"1981 I was aggressively groped by the Dean of the School, and I objected to his behavior. I was subsequently subjected to disparaging remarks over several years, as well as to lower raises and other compensation that he had final say over.", Social sciences,Other Type of School,Male,Faculty,Graduate Student,42
19,"December 1990. I had graduated from my B.A. in French, and was in France for a year. My advisor invited me to meet him and his wife for coffee one evening. Because I had babysat their two children through my undergraduate studies, I thought it was a lovely gesture, and agreed to meet them. The venue changed from a coffee house to a bar--again, not a problem, because I knew them well. I arrived, and my advisor was in his car smoking a joint, and beckoned to me to get in the car with him. He said that his wife couldn't make it, and asked if I wanted to go see a particularly gawdy Christmas light display with him nearby. He started the car, and drove toward it, then parked. He grabbed my hand and shoved it between his legs, and pulled me close. I was so stunned, I didn't know what to do, but pulled away while he told me of his stress getting tenure, then having terrible reviews from his graduate students the semester before. He kept talking, then drove back to the bar. We went inside, and I tried to act as though nothing was strange, then left quickly after finishing a beer.
I was upset, but thought he was high and would forget about a lapse in judgement. I did go to graduate school, and was forced to take a sparsely attended rhetoric class that he was teaching, because ***'s class was full. It was a topic I loved, but throughout the class, my professor continued to harass me, suggesting first that my paper was brilliant (but only gave me a B+), and offered to help me in his library carrel. I didn't go. He gave me information about a conference, and told me that I should submit a paper there. I hesitated, and he called me one night, asking me if I was going, so he would be sure to go, too. I didn't submit a proposal--even though it would have been a great opportunity for a first semester master's student. 
I avoided him for the rest of my studies, and did well. I was given a paid position assisting the editor of a major journal, and the graduate advisor asked me to stay for my PhD. 
Unfortunately, my professor presented a question on my master's exam that I could never have anticipated--it had nothing to do with my studies, and did not allow me to demonstrate what I did know, and so far from what other students were given that I was blown away. I knew a little--it was related to a French psychologist--and tried to answer, but was absolutely devastated, and sat in the exam sobbing for two hours before trying to write--about two pages, actually--then leaving. All the events in the car, and for that semester, came back to me, and I realized that he wanted me gone.
In my orals, the department head sat beside me, and reassured me as I talked about the other questions. The question from my harasser did not come up once, and I tried to mention it (had become nearly an expert by the time of those exams!), but the committee kept switching the topic, and then said that the question was ""unusual"". The harassing professor did not say much at all that day, which was very unlike him. 
The following week, the graduate advisor told me that he was ashamed of my written exam, and told me that I was not allowed to return. I did, however, pass my master's exam. I really felt that they wanted to get rid of me quickly and quietly.
I am incredibly grateful, in particular, to one professor, who believed me. He was excluded from my exam process because they scheduled the exam while he was on an extended trip to Brazil. He told me that he felt this had been intentional. He was extremely well regarded (***'s biographer, among other things), so it meant a lot to me that he tried to help me. ",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,674
20,"Two men in my department always made me feel like they were ""checking me out."" however it as after we went to a conference together and they saw me dance, that they commented to other students about how sexy I was, and how male students would ""cream their pants"" if they saw me dance. I couldn't believe they spoke that way to STUDENTS about me. When I approached them to ask them to stop, they got indignant, and to this day, they call me bitch or crazy bitch to students. ", Social sciences,Other Type of School,Male,Faculty,Faculty,91
21,"I was aggressively harassed by my grad school prof at an accepted students open house. When I reported it, admins did nothing, and told me he was beloved among alumni and an important fundraiser for the program. Later he became my professor and penalized me academically, so I opened a title IX case with support from my advisors. ", Social sciences,Other Type of School,Male,Undergraduate Student,Faculty,59
22,"I was harassed and cyberstalked by a Professor who became fixated on me. My career was in its fledgling stages and he would google me to find my work on the internet and come to my office to ask deeply personal questions about it. He began emailing me and frequently messaging me using an internal messaging app, which he set to ""private"" so the messages were not recorded. Often he say things such as ""I need to talk to you. Can you come to my office?"" which I would ignore, prompting him to turn up at my office which I shared with my supervisor (female) who was bullying me. At a Christmas party he had some drinks and approached me, saying that he knew I was uncomfortable with his fascination with me, but that he was married and it ""wasn't sexual"". He took a photo of me at the party that night and told me sent it to a friend of his to ""show"" him the kind of young women he worked with. After the party, the harassment escalated, with emails, messages, phone calls and (when these were ignored) aggressive visits to my office.  ",Applied science,Other Type of School,Other,Staff,Faculty,196
23,"Two incidents: one as a staff member at a university, in my third semester of pregnancy. My boss, a full professor of engineering,  grabbed me from behind when we were in the office alone and forcibly  dry humped me. I asked him to stop the first time it happened. I was shocked and very upset. He laughed it off and told me he couldn’t resist my « comely posterior  » His words were cruder. I did not know how to report the incident and I was afraid, even, to tell my husband. This was 1983 and I was young. He did the same thing two more times to me although I tried to avoid and outrun him after the first incident. Ultimately, although I needed the job, I never came back from maternity leave and resigned because of the incidents.  I felt ashamed he had chosen  me to do it to and feared no one would believe me because I was pregnant. This same professor routinely required me to insert nudie photos of women into the a/v materials for his engineering class lectures to « wake the (predominantly male) students up. » Second incident: as an undergraduate student at the same university in 1988, full professor of botany who taught the botany class in which I was registered. The lab for the class involved each student being assigned a garden plot. He gave me a plot far away from other students and visiited me while I worked my plot, all the whlle making appreciative and graphic comments about my body.  He told me his wife was away and invited me to come with him to his house. I rebuffed him, saying I was married and the mother of two small children. As the semester went on, he continued  to visit me when I was wording my isolated garden plot and comment on my body as I worked. I was so uncomfortable that I decided my only option was to drop the class. He refused to sign the drop paperwork. I didn’t know how to report the incident, and when grade reporting time came, he recorded an « incomplete » and wrote  me, asking me to come to his office. I was afraid to be alone with him so I ignored his letter. Eventually the « incomplete » turned to an F. In a couple of years, I graduated with high honors. That  F is a blot on my academic record, and a shame I have always had to bear when furnishing my undergraduate transcript. I have never told the story of that sole F.",Natural sciences,Other Type of School,Male,Graduate Student,Faculty,434
24,"Professor refused to give me an award that I obviously won (undergraduate research done as a TEAM with another student (male)). The award was given to him and not me, although the previous year it was awarded to both students (both male) when they also performed TEAM research. When I confronted the professor, he said that ""I was just going to get married and my fellow (male) student needed the award because he was going to graduate school"". I was not getting married, I was not even in a relationship (and my Professor knew that), AND I was going to graduate school - this professor was supposed to be writing me letters for graduate school!!",Natural sciences,Other Type of School,Male,Graduate Student,Faculty,115
25,"In a literature class, an older male professor asked women during class whether they’d ever been sexually harassed in academia. Most of us were uncomfortable and unsure how to answer. He kept asking the question, insisting that he did not think sexual harassment occured at our university. Some of us finally answered that we had witnessed, heard about, or experienced sexual harassment on campus (professors making comments about women’s bodies and appearances, unwanted touching, etc.), but kept it general because of the classroom setting we were in. One of my colleagues in class had experienced harassment, making this conversation very awkward and personal. All of the men were staring at the women with disbelief, waiting for us to share personal details of trauma. After we shared vague and anonymous accounta, the professor looked incredulous and proceeded to question whether our experiences had really occurred. I think he was genuinely in disbelief, but somehow didn’t realize that he was contributing to the problem. This professor also routinely made comments in class about undergraduate students’ bodies and clothing. 

Another “celebrity” literature professor told students in class that women tend to be smart or pretty, and rarely both. He treated women who dressed in more feminine clothing much differently in class than other women. He would rush to assist them with simple tasks and comment on how nice they looked. ",Humanities,Other Type of School,Other,Graduate Student,Faculty,228
26,"I went to see a professor because I was failing a difficult class; he looked me up and down and told me that ""female students should stop going out and obsessing over appearances and social lives."" I had As in every other class. I was considered ""trendy"" in terms of clothing and makeup, but certainly nothing inappropriate or that would interfere with my studies.",Formal sciences,Other Type of School,Male,Undergraduate Student,Faculty,64
27,"What occurred for me was relatively minor - I was typically told sexist or possibly sexual comments. For example, that I ""always dress very nicely"" that ""I would have an easy time getting a job due to being a woman."" He would also ask me to do tasks unrelated to my actual job. At the time, I did not think of these requests as sexual harassment but in retrospect I suspect they may have been a way to have me come to his house alone, call him on the phone more often, etc.  For example, he would often have me order, pick up, and deliver food to his house for student meetings he would hold there. He was later accused of a much more serious incidence of sexual harassment by another TA. Although I was not the victim of this final incident, I feel it is the one that has actually had the most impact on my career. ", Social sciences,Other Type of School,Male,Faculty,Chair/Dean/Head,160
28,"I started a new job as a visiting assistant professor and within the first month I got an email to my faculty email account from a source I couldn't trace back to that told me the sender had been watching me since I started working there ,found me very attractive and knew I was married but was interested in pursuing an affair with me. I wrote back to say I had no plans to cheat on my marriage.",Formal sciences,Other Type of School,Other,Undergraduate Student,Faculty,78
29,"1. a professor stared at my chest while alone in his office as a new graduate student, for like 10 whole minutes 2. a faculty colleague performing my teaching evaluation (he was tenured, i was not yet), stood side up against me in front of my students in my classroom and lectured me on the definition of rape, saying i had it wrong and shouldn't include 'rape' as part of my definition of sexual harassment in my syllabus", Social sciences,Multiple,Male,Graduate Student,Faculty,78
30,"I was a student in a summer school in Free University of Berlin (Freie Universität Berlin). Towards the end of the semester, this professor invited me to his house, and at the time I thought he said, I can also introduce you to my 'cats' - I don't know why exactly, perhaps because of his accent, but at the time I thought he said 'kids'. I thought he was just being nice as some professors are and I said yes. On the day when I went to his house, it was all empty. He was acting quite weirdly. There were obviously no kids. He seemed to be living on his own. Overall on that day nothing happened physically. He did not try to touch me or anything, but he was always behind me and too close. I didn't do much and just got on with the time I was there. Months later on, when I asked for a reference letter from him for my graduate school, he sent me a very angry reply saying that he didn't have time for me.

In shot, I haven't had a 'too serious' encounter with him, but I was felt extremely uncomfortable and wanted to note his name so that other women can be more cautious when they are alone with him. Please note this time for future reference: Prof. Dr. *** from Freie Universität Berlin.", Social sciences,Other Type of School,Male,Undergraduate Student,Faculty,231
31,"At a small conference in Europe, I networked with the keynote speaker (full professor) over a beer at a poster session. Somehow the conversation went in a direction where the professor (European) criticized Americans for prudishly not sleeping around at conferences. He believed scientists get along better if they sleep around at conferences. It felt like an indirect way to proposition me for sex. ",Natural sciences,Other Type of School,Male,Graduate Student,Faculty,65
32,"I apologized for not immediately recognizing a colleague in the hallway, explaining that he looked different due to a new pair of glasses.  I said that I also appreciated unique glasses.  He said, ""It's kind of the same thing as you wearing fancy lingerie under your clothes.""  I said, ""no, not really the same thing at all"" and walked away.  The creepiness and inappropriateness only hit me later",Humanities,Other Type of School,Male,Faculty,Graduate Student,72
33,"At the 2016 ASA Annual Meeting, I was a part of the ASA Honors Program and hung out with colleagues in someone's hotel room. We have been drinking and a couple of us wanted to get food at the hotel restaurant. A friend, the perpetrator, and I got on an elevator. Then the perpetrator grabbed my butt and squeezed it aggressively as the elevator went down. I froze, verbally immobile, and trauma memories of my rape came flooding back. I got out of the elevator,threw up at the nearest restroom, and made the excuse to lie down in my hotel room. ", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,102
34,"When meeting with a faculty member, his first comment about my work was, ""I am worried about the future of humanity when a woman like you hasn't been made pregnant yet. What is wrong with the men of your generation?""",Humanities,Other Type of School,Male,Graduate Student,Faculty,40
35,"Consensual sexual relationships with my PhD advisor. Being in a polyamorous lifestyles, we also had many consensual threesomes with his girlfriend. Also went to sexclubs while abroad. I was never pressured into anything. It is still going on.", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,38
36,"Inappropriate comments about my breasts at department events by senior colleagues while I was an untenured professor. 
Comments about how female faculty or grad students who got pregnant would never advance in their career. ",Humanities,Other Type of School,Male,Faculty,Faculty,35
37,"I was a visiting instructor at a small liberal arts university in North Carolina when one of the guys in the IT department called me at home and invited me to a party. I was new to the area and didn't know anyone. He was married, so I assumed that the party included his wife and actual guests. It didn't. He told me that I had given off the ""fuck"" vibe at work and that I shouldn't laugh at his jokes at the office as it sent the ""wrong message."" I refused his advances and he then begged me not to tell anyone, especially not his wife.",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,107
38,2015-present -- male faculty member is currently stalking me and spreading rumors to discredit me when i reported him; for the last year my department has pressured me to keep quiet -- i will leave the program next semester (prematurely), Social sciences,Other Type of School,Male,Graduate Student,Faculty,40
39,"I had a colleague who frequently commented about my weight/ perceived thin-ness. One day, in front of students, as we were transitioning between classes, he speculated as to whether, when I took a shower, the water actually touched my body, and if so, where? Or whether I was so thin that the water just went around me.",Humanities,Other Type of School,Male,Faculty,Graduate Student,57
40,"A professor in my former graduate program was known for making sexually suggestive comments, to the point that it's become a bit of a running joke in the department. He was DGS when I arrived (5-10 years ago), and supervised sexual harassment training for TAs; during the session I attended, he kept asking the administrator leading the training whether it was ok to look at porn on the university network. I've been told by male colleagues that in office hours he often asks them about their sex lives, and pressed at least one male student to admit that another female student (the prof's advisee) was attractive. He seems to be warier of making sexual remarks to women, but did repeatedly advise me and other female grads on our ""affect"" (too aggressive, confrontational, etc.) and especially on the tone of our voices, which was always too high for his liking.",Humanities,Other Type of School,Male,Graduate Student,Faculty,149
41,"Undergraduate male student read creative piece aloud about sexual and/or fantasies with female and male students in the class, referring to us by name. Professor knew of the content of this piece prior to this student reading it aloud and allowed it to be read. In fact, she encouraged it.",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,50
42,"I was an undergraduate doing an independent study (on the philosophy of evil in the writings of Avicenna.) It was emphasized that as an undergraduate I was extraordinarily lucky to have this opportunity. I had to meet privately with the professor. It was a small office. We would sit at his desk and he would keep moving in on me until I was pinned to the wall. He would lean, brush, rub, and touch all the time, with many parts of his body. He doodled pornographic pictures on my notes. He would make odd noises. He set out cushions on the floor and tried to get me to sit there (I wouldn't) and stay the night (I didn't.) He would talk about my looks/body/hair. I usually dressed 'like a boy' in baggy work shirts, sweaters, and jeans anyway but I started wearing more layers and tying my hair up. I was inexperienced and naive. I kept to my studies and did not have girl friends to ask about problems. My Mom was working two jobs so I could go to college and I did not want to worry her. I just tried to ignore him, pretend it was not happening, and tried to do my work. It was the 1960s and there was no context to say anything. One day I went to the office and he swiveled in his chair and greeted me by wiggling a big banana which he was holding in his crotch. I ran away.  When I calmed down, I told my advisor , who had arranged the project, that I did not know what to do - I did not want to disappoint him or create any awkwardness, but I was upset. (I later heard rumors that this professor recruited students for threesomes with his wife, also a professor. I recalled that a few times they both showed up at my dorm dining hall - he knew which dorm I was in - like they had been waiting for me and then invited themselves to have dinner with me. It seemed odd at the time ... but it might have meant nothing.)",Humanities,Other Type of School,Other,Graduate Student,Chair/Dean/Head,358
43,"I was his phd student. He 'fell in love' with me. Wife, 2 kids & a long term mistress. Offered to dump the mistress so I could be top mistress. Wife found emails. We shifted his supervisor status to secondary. He sent me more emails, she found them. He forced me out of the department. Never apologised ", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,58
44,"I was a doc student in 2008 when my husband and I decided to have a baby.  After I told my female adviser, she started introducing me at conferences as ""my student who got knocked up"". She also said this to her colleagues and during lab meetings with a dozen other research assistants present.   During my pregnancy, she repeatedly sent me articles describing how being pregnant impaired memory with notes about her  having to keep and eye on my work now that I wasn't going to be able to think anymore. After I had my child, she called me flaky (even though my performance had not changed) and told others that I'd been a great student until ""I got knocked up"" or until I had kids. A couple of years later, when we decided to have another baby, I didn't tell her in private because I was scared of her reaction. I announced it to her and the rest of the lab at a meeting and she growled and said, ""oh my God, I'm going to shoot you."" She laughed, but no one else did. Undergraduates in the lab approached me later and said they were proud of me and hoped they could be brave someday. I was shocked by their responses, actually. 2 years later, I defended and graduated and now am close to being tenured. I finished my PhD in 5 years despite her repeated harassment. I pushed through by completing my dissertation work in a different lab.

My experience in the other lab was better, but my male mentor there did tell me when I was pregnant that he didn't know how I could decide to become a ""breeder"" when there were already too many people in the world. I'm not a fucking horse.",Humanities,Other Type of School,Other,Graduate Student,Graduate Student,300
45,"A full-time professor in the design department (not my major) followed me around while I was working on installing a student show. He often stared at me during this process, going out of his way to speak with me DURING his classes. A tenured illustration professor asked a friend of mine if she would be interested in doing some private figure modeling (nude) for him. A graphic design professor would address female peers in my class (including myself) as ""woman."" A full-time staff member at the school texted a student to tell her about his crush on her among other uncomfortable things. He was her boss and she was an undergraduate student-worker. A full-time professor in the film/video department would tell students about his home-life (including his unhappiness with his marriage), would drink and get high in front of students, and went so far as to begin harassing a student online and through texts/calls. He would ask students not to tell anyone about these moments. He often took students out drinking, especially on trips. A professor in graphic design was caught staring down a girl's shirt and caught mumbling under his breath, ""There is a God."" The chair of the photo department would inappropriately speak to female students, ignore male students, and harassed/intimidated a fellow employee. Would stand behind her and watch what she was doing at work for long durations. Etcetera...",Humanities,Other Type of School,Male,Graduate Student,Faculty,232
46,"I was repeatedly harassed by a colleague I had dated before he joined the university.  The harassment included blocking the exit from my office, using his body to prevent my passage through corridors, etc.  When I gave a conference paper at a local event, the harasser spent twenty minutes packing and repacking his bag in a bid to distract me whilst presenting.",Humanities,Other Type of School,Male,Faculty,Undergraduate Student,64
47,"I was with a group doing physics homework. Someone grabbed my pages and refused to give them back. At first it was like a funny joke, but I confronted him about it after about a minute, and then he picked me up and said he wouldn't put me down until I kissed him. I struggled for a couple moments until I gave in and kissed him. Everyone else (~6 more people) in the group stared at us during this whole incident. I was so humiliated; I grabbed my stuff and just left.",Natural sciences,Other Type of School,Male,Graduate Student,Graduate Student,92
48,"He was married to a woman living in another country at the time. Some physical intimacy, lots of cybersex. It was consensual at first, but then when I wanted to break it off he wouldn't let it go. Used a lot of manipulation to keep me involved and close. I should have known better to see through it, but I'd never been in a relationship before.",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,66
