,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
10,"My professor asked me to have sex with him while we were alone and working on processing tissue on a Saturday. This proposition followed months of him taking me out for coffee under the guise of mentor ship, where he increasingly positioned himself on a pedestal relative to me, and tossed in questions about my sexual preferences and past in the context of a burgeoning friendship. He was in an unhappy marriage, didn't have many friends, and described his personal life with her at length to me.  I answered his questions by carefully skirting around them and re-directing the conversation to neutral ground: he didn't seem bothered by my lack of engagement in any of it, and seemed relieved for an opportunity to share his thoughts and feelings freely (he should have just gone to therapy). When I rejected the proposition to have sex with him (which shocked me) I stammered that I wasn't comfortable mixing business and pleasure. He became defensive and embarrassed. I attempted to play it off, and in the moment, believed that I had done so, and left the incident behind me. 

Two weeks later we met in his office to go over the things I needed to begin my next set of experiments. He closed the door and told me I didn't deserve any of it, had an arrogant and entitled approach to science, and that unless I mended our relationship, would never have a future in science since he held all power over my future. Further, he reneged on a previously arranged agreement to allow me flexibility to TA for additional semesters to make my financial ends meet. He forbid me to find external employment, and told me just to deal with it - knowing I was under financial duress. 

I reported it to my department head, who made a note in a file, and asked me if I wanted to switch labs. I was asked if he touched me, if I had any proof of explicit messages, or if anyone had borne witness. Of course, I had none of these things. Since this was the only lab in the entire school doing the kind of work I was interested in, I stuck it out. My supervisor didn't speak to me for an entire year, and I completed the remainder of my experiments alone. ",Applied science,Research Institute,Male,Graduate Student,Faculty,392
11,"When I was coming up for tenure, the member of the law school tenure committee who was putting together the report on my tenure case repeatedly and over the course of several weeks cornered me in areas of his office or the faculty lounge from which it was difficult for me to exit and then  put his hands on my body in inappropriate and sexual ways.",Humanities,Elite Institution,Male,Faculty,Faculty,67
12,"In 2013-2015, a grad school classmate responded to my work and the work of two other students with either dismissive profanity or suggestions that I should add ""hard-core sex scenes"" to the writing. He also announced to the class that he would steal parts of our writing for his own. When he submitted said work to the class for review, the professor did nothing. After I told the professor he was harassing me (one month into my first semester), I was told that he likely wouldn't be anything more than an annoyance, but encouraged to come forward if things escalated. Over semester break, he bullied the other two classmates online, repeatedly cornering one of them in person, and transferred into the only class we were all in when he found out that we weren't going to be in class together. I notified faculty again, this time including the chair of the department, and they told me to contact the Office of Student Conduct, after which I got a no-contact ruling (so my classmate couldn't contact me in any way, even through an intermediary). My other classmates also reported him, but only anonymously. The following semester, that ruling was stayed because we had to have class together. He contacted me again less than a year later. When I told the faculty, they said they couldn't do anything because any complaint had to go through the Office of Student Conduct. It felt like a complete lack of engagement with the problem. If the Office of Student Conduct did anything to reprimand my classmate, it's news to me.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,265
13,"Nicholas Hanson, a professor who had been suspended from the University of Lethbridge pending trial for a sexual assault charge involving a female graduate student, was allowed to remain on the board of our national theatre association (CATR) for months.  When an online petition emerged to urge the board to remove him, the authors of the petition were threatened with legal action.  Hanson was later found guilty of assault (he plead down, but the details of the case are clearly sexual in nature - he ""touched her shoulder accidentally causing her dress to fall down and expose her breast"" after shutting himself, drunk, in a room with her alone and blocking her exit.)
",Humanities,Research Institute,Male,Graduate Student,Faculty,115
14,"I was walking to class with the professor and the other TA when he decided to tell us about his sexual exploits at a different university. (He loved the concrete walls because it meant he could have sex in his office.) I said EW, the other TA said nothing. I think it was a test to see if either one of us was interested.",Humanities,Research Institute,Male,Graduate Student,Faculty,64
15,"A professor held a class at his apartment.  We were all told to put our coats in his bedroom.  I was one of the last to leave.  I was very drunk.  The professor followed me into the bedroom and, as I was finding my coat on the bed, mentioned the bed was ""king-sized, lots of room"".  I found my coat, squeezed past him and ran.",Humanities,Other Type of School,Male,Graduate Student,Faculty,70
16,"2007, my academic advisor, in a closed door meeting, sat on the edge of his desk, invaded my personal space, and grabbed my ankle. He then said I was very pretty and asked if I wanted to take off my clothes. I refused and told him he was making me uncomfortable. He shrugged and tried to kiss me and when I pulled away, he laughed and sat back in his chair. He then started to justify he proposition saying he’s done things with students in the past and when I expressed disappointment for disrespecting his marriage and my relationship status he said that he and his wife have an understanding. I repeated that I wasn’t interested and left his office. He later sent me apologetic emails which I deleted, feeling ashamed and confused. I obsessed about whether I had lead him on or talked about inappropriate things that made him think I was receptive. I told a friend, who told me I was over reacting. I constantly wondered if the A I had received in his class was due to the fact that he wanted to sleep with me and not my developing skill in the subject. Aware of his tenured status in the department, I decided the following semester to change my major and never took another class in his department. Of note, two years later, that same friend who dismissed my concerns, was propositioned by the same professor and finally validated my experience. She and another student who had had similar experiences (being cornered and asked for sexual activity by this professor) went to a female professor in the department and with her guidance, the three of us reported our experiences to the Dean of the college. We were made to recount the experiences and told that they would take it from there. If any institutional action was taken, it was unknown to us and the professor is still teaching and probably still harassing his vulnerable female students.",Applied science,Elite Institution,Male,Undergraduate Student,Faculty,330
17,"I was a graduate instructor for an archaeology class during my PhD program. A senior faculty member, who was rumored to have been inappropriate in his advances to students, approached multiple students of mine. He would approach young female undergrads and offer them research opportunities with him in Europe. Essentially, he was asking 19 year-old-girls if they wanted to go to Croatia with him, to be his research assistant. This happened multiple times, over multiple semesters. I asked my department chair for advice, because very excited students would rush in to talk to me about it, he told me to walk those girls into his office. While in there, with me present, he would tell the young ladies that professor in question was a sexual predator, that the University failed to do their due diligence and force him off campus. ", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,141
18,"Gang stalked and harassed by faculty members after I was no longer a student. A male faculty who works with the Veteran students at CCBC made me aware that his wife no longer has sex with him. Each time I had to register for classes, he would take me aside and ask deep personal questions about my life. He told me that he had sexual dreams about me. He made sure that my file was always hidden on his desk. No one else could touch my file. They couldn't even find it. It was normal procedure for me to be forced to wait there for up to 2 hours while they fiddled around looking for my file, called my professors to make sure I could take the class, emailed them and insisted I wait for an email response, and whatever else they were doing. I always had permission to be in the class from the professors and the VA doesn't care what classes I take, so long as this is an accreditted college. So because the admin person was sexually harassing me, I was also forced to endure mistreatment based on my protective status as a veteran. After everything was filled out, this sexual harasser would then insist on sitting down and reviewing my entire career at the school, claiming he could not read his writing. When I complained to the head of the VA, he insisted angrily that the sexual harasser worked in the finance office. That he does but he also represented the Veterans at the school. The head of the VA department for CCBC did not care that I was being sexually harassed or that I was forced to wait 2 hours at the Veterans desk at the finance office. He wasn't listening and was instead angry that I refused to go to his frat party where alcohol was served. He then insisted that I was mentally ill for using the adult words, ""CYA"" and ""BS."" What I meant was that these people refused to allow me to leave their office until they had covered their butts that the class was paid for and that I would not sue CCBC if I took an elective for fun that I wanted, seeing as I already have a degree and the classes I took with them were just for fun. And it is totally BS that they would force me to stand there and wait in their office for hours while they track down professors who have a life. I said nothing wrong but this abusive faculty member told me I was insane and that he was calling the behavioral health department to punish me for speaking  up to him about the sexual abuse, harassment I had received at CCBC. I had already told him that I had quit the campus a week before. Needless to say the abusive woman at the behavioral health department called me on my cell despite the fact that she had in writing that I was no longer a studdent, and she left a voicemail telling me she would recommend me mental  health treatments. I called her back and asked her to quit stalking me since she knew I was not a student and she had no legal right to call me and because I had done nothing wrong. In this was she was psychologically abusing me and defending piss poor treatment, sexual harrassment, age discrimination, Veteran's discrimination I had recieved, and MANY MANY other students have placed on ratemyprofessor.com, or had told me in person they had suffered. I watched the staff demean and speak down to other students, I watched 2 of my proffessors scream and yell at students and stomp out of the clasroom.Students talked about fights they had with students and named names in front of other students, and students whisper to each other about the staff behind their backs, and sometimes in front of other students. One professsor admitted she hated her careerfield as a child, and hated teaching in public schools. Many of the professors bragged about only getting their degree so they could make money teaching at the college level. I put up with the chronic sexual abuse, psychological abuse, verbal abuse, gang stalking, age discrination and disccrimination against veterans and the over all violent, explosive and hostile environment until I could take no more. ",Humanities,Other Type of School,Other,Undergraduate Student,Staff,731
19,"In my first year of undergraduate, I was sexually abused for months by my language professor and boss while working for him in his office. I was desperate for a father figure, but he told me he loved me and needed to express that physically. I said no, repeatedly, but felt powerless. I was barely 18. He was in his late 50s. ",Humanities,Regional College,Male,Graduate Student,Faculty,63
20,Another grad student shoved his tongue down my throat onstage during performance that did not demand that kind of kiss. I asked him not to and he did it again during each performance.,Humanities,Elite Institution,Male,Graduate Student,Graduate Student,33
21,"Several women masters students (I'm male) told me about a senior tenured male professor who made mild to utterly obscene sexual comments to them. I looked up university policies and procedures around this and identified courses of action, but none wished to pursue anything and did not want me to act on their behalf. The university required them to lodge a complaint as anything I said would be hearsay, so no action was taken. The professor is now head of department. ", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,82
22,"On five separate occasions (at rehearsals, production meetings, and once just passing in the hall), this professor placed his hand on the exact spot between my lower back and upper butt. Every time, I immediately tensed and shifted away. It never stopped him from doing it again, and I finally started making sure there was either several feet of space or a male body between us (I never saw him touch a male student in this way). ",Humanities,Elite Institution,Male,Graduate Student,Faculty,78
23,"Older male professor (who's long been rumoured to have harassed young women students) made repeated jokes about my surname. My surname is ***. It is pronounced ***. He insisted to pronounce it as ""*** and asked me how I felt. ",Humanities,Research Institute,Male,Graduate Student,Faculty,41
24,"A person with whom I was doing a problem set tried to force himself on me sexually, even though I tried to politely say no. Ultimately, I had to stop being polite about it. He then started following me after class and tried to apologize by saying 'in my country, no doesn't always mean no.' (He was from Argentina.)",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,59
25,"A professor in my department who wasn't my advisor or teacher propositioned me. I was his TA, can't remember if it was during that time or right after.  I had first heard who he was from an undergrad I met who claimed to be having an affair with him. I later found out he had propositioned his own grad students. The head TA in his class grabbed my wrists violently at a grad  student bar outing.  At a party at an international conference, a male professor I had never met fingered the been of my dress and was offended by my reaction, since he claimed to be in theater and love the fabric. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,117
26,"In grad school, I was paid $7500 for 9 months. After bills and rent, I didn’t always have money left over to eat. So, when a PhD student at the same grad school who had also gone to my undergrad years before me offered to get dinner after one of his classes, I was relieved. We got dinner and drinks. The conversation was fine and I was thankful for the food. He complimented me on my intelligence and said I was pretty but that was it for that night.

When he offered dinner after class again, I was, again, thankful that I would eat that night. This time, however, he kept pressing martinis on me and I kept saying no to more drinks and he then asked if I would fuck him. I said no, and he told me that he wanted some sort of compensation for the amount he was paying in dinner and drinks. I remember his hand on my thigh trying to get higher and him boasting about his, um, speed and that he could be “like a jackhammer.” Somehow, I got back to my apartment and then sobbed. 

When I would see this man in future years, my stomach would turn every time and when he got a job at a nearby college, I nearly threw up",Humanities,Research Institute,Male,Graduate Student,Graduate Student,220
27,"I had just interviewed for a tenure-track job and was sending out thank you emails to everyone who had met with me during my campus visit. It was late at night and a senior male professor wrote back to me immediately with message expressing how nice it had been to meet me. There was something indescribably 'off' about the syntax. Within the next twenty minutes he sent me a series of cell phone photographs of oxidizing bananas in which someone (presumably he) had cut a series of inscrutable but vaguely suggestive messages. It was creepy and I had no idea how to respond.  I eventually wrote back ""I am not sure how to interpret these images,"" and he responded something along the lines of ""your presence delighted me and I wanted to share something that I thought would delight you."" I got the job and tried studiously to avoid this person, but there were a number of other incidents (which I will relay separately) in which he was creepy, inappropriate, and bullying to me in the extreme.",Humanities,Research Institute,Male,Faculty,Faculty,178
28,"Circa 2000-2002: A graduate TA put me on the bar at the meeting place of the German Stammtisch club, and inserted his fingers into my vagina. The bar was closing, I was somewhat inebriated, and yet I don't understand how he got away with this. There were other students there; they seemed to think it was funny.",Humanities,Research Institute,Other,Graduate Student,Graduate Student,57
29,"I was an undergrad at a community college and I had a meeting with my English professor to talk about a paper. After giving me feedback, once comment including I should use more of my own voice, he ""playfully"" said to get out of here before he would have to spank me, as he held the paper up over his head about to perform the action. I nervously laughed and left. I was 19. ",Humanities,Research Institute,Male,Undergraduate Student,Faculty,75
30,"I was repeatedly sexually harassed by a colleague. He would call me into his cubicle and turn his computer around to reveal porn, continuously enter my personal space and make inappropriate comments.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,32
31,"At a conference, I sat down next to a male professor at a session. He looked over and down at my name tag around my neck. When I looked over at him, he said ""I was just looking for an excuse to look at your boobs.""",Humanities,Research Institute,Male,Faculty,Faculty,46
32,"First conference as a graduate student: tenured male faculty at another university followed me to my hotel room, refused to leave until my roommate opened door and helped me inside.", Social sciences,Research Institute,Male,Graduate Student,Faculty,30
33,"Routine creepy comments by a colleague with whom I had just one innocuous conversation at a party. Subsequently told me (to my complete bafflement) that his wife had threatened to leave him because of me. Reconciled myself to gritting my teeth and getting past him politely whenever I ran into him, which was frequently; he and several cronies took up daily positions outside the campus coffee-shop to leer at female colleagues and students. For me (and for other junior colleagues from whom I've heard similar stories) it was an isolated incident, but I later discovered that this same person had been harrassing grad students, in at least two cases amounting to direct physical assault; the university came to some kind of settlement and he's now back teaching on campus, which is appalling.",Humanities,Research Institute,Male,Faculty,Graduate Student,132
34,"First semester PhD, students in my program have to complete a big ""qualifying exam"" in their first semester. If you don't pass, you basically wash out of the program. As part of the exam, we had to meet periodically throughout the semester with the three members on the exam committee who would evaluate the essay each student eventually produced. The only male professor on the committee was a total creep and a jerk. He spoke to my breasts for the entire conversation every time we met. He would often wander around his office as we talked, pausing mostly behind me to ""look over my shoulder"" and I suspect down my shirt. The whole thing made me feel dirty, but also trapped because I knew this guy had a lot of power regarding whether I continued in the program or not. So I ultimately didn't report anything. What was I going to say anyway? Professor So-and-so looks at me wrong? He left the university for another academic job after that year, and since he's left I've talked to probably six other grad students who had the same experience with him. All he did was stare at your tits. Of course, the male grad students had nothing but great things to say about his insights for their research and his mentorship. They were scholars to him. We (the women) were objects. ",Humanities,Research Institute,Male,Graduate Student,Faculty,230
35,Was out for drinks with another grad student when he told me I only did better than him on our math midterm because the professor wanted to fuck me. I was I left the bar he complained he had paid for all my drinks (he had not) and didn't even get a kiss. He proceeded to stalk and harass me for the next few months., Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,65
36,"Throughout the year, he made graphic sexual jokes when my research group and I (all females) went to see him during office hours, but it didn't register as harassment at the time. 
Our class then went on a trip to Costa Rica over the summer, where things got more intense.  He drank with the students frequently, and at one of our stops we had two cabins rented: one for men and one for women, and he insisted on staying in the women's cabin, ""for protection"".  He spent that time walking around in his underwear and drinking.  A few times when we were taking group pictures, he would put his hand on my butt and squeeze, but there was no way to tell him to stop without making a scene in front of everyone, including other professors. I felt that he was more or less acting in creepy ways, and had discussed this with other students, but two of us had gotten food poisoning and while we were sick he made a point to take care of us. Then, both of us felt really guilty about labeling him a creep, and both decided to give him another chance. At another location, he asked me to come with him to get some food and wine from his cabin to bring back for the rest of the class, and while we were getting it, he started rubbing my shoulders, and I made an excuse to go. Then, on our last night there, myself and several other students were talking with him, the other professors, and the owner of the farm where we were staying.  It was getting late, and people were starting to go to bed.  We had all been drinking.  I said goodnight and started walking through the woods to my cabin.  A few minutes into my walk (in the dark, in the woods) I heard someone calling my name and he caught up to me.  He told me that he had a lot of connections and that he helped a lot of his students get really far in good biology careers. He mentioned jobs that some of his former grad students had.  He told me that he saw a lot of potential in me, and then he kissed me.  When I turned away from his kiss, he held me tight so I couldn't walk away and said ""let's try that again"" and kissed me on the mouth, with tongue. I said that I was tired and needed to go to bed, so he asked me if he could at least hug me, I said yes.  Then he holds me tight and rubs his erection against my body for a few moments, as a struggle to get away. Then he let go of me and insisted on holding my hand and walking me back to my cabin.
When we returned home, I mentioned this to some of the other girls on the trip with me and several female students had similar stories of being touched in ways that could have possibly been an accident, or him trying to rub their shoulders or kiss them. 
",Natural sciences,Regional College,Other,Graduate Student,Faculty,533
37,"Male Chair made inappropriate sexual comments to undergrads and colleagues, ranging from talking about others' sex lives, commenting on faculty and student physiques, dirty jokes, inappropriate hugging, brushing up against student arms/elbows; was taken off of tenure line due to the above (after 3 Title IX reports); put back on tenure line pending good behavior two years later; granted tenure and promoted to full professor (without dept support for either); continued with bad behavior until several students reported to dept chair and then Title IX. He later ""resigned"" following investigation. ",Humanities,Regional College,Male,Chair/Dean/Head,Chair/Dean/Head,91
38,A professor in my department (now at a different institution) refused to call me anything but sweetheart for 2 years. He would comment on my pink accessories escalating until he snapped my light pink bra strap.,Formal sciences,Research Institute,Male,Graduate Student,Faculty,36
39,"I don’t know if this story counts as harassment, but it involves sex-related behavior in the workplace that had different consequences for the man vs the women involved. A former colleague who was a serial flirt caused drama in my department for years. He engaged in behaviors that most women would interpret as being hit on: flattering appearance, dropping by the office to chat for no reason and asking personal (but not too personal) questions, even touching that was not clearly sexual but beyond what one usually encounters in a professional setting – a shoulder or a wrist. That is as far as it progressed with me; I don’t know if it went further with others. When I mentioned it to a female colleague she told me that this man was a “terrible flirt” and cautioned me not to take him seriously. She told me about a woman had taken him seriously and had been badly embarrassed when her crush on him became the subject of office gossip, while the man acted befuddled and made sure everyone understood the crush was unrequited and that it was she who pursued him, not the reverse. The woman was no longer in the department when I arrived. I don’t know her and don’t know if the incident affected her departure. But over the next few years, I observed the man following the same pattern with new hires who were pretty young women. Others observed as well and gossiped about it, but the gossip always put the woman in a bad light while sparing the man. People would speculate about a woman’s interest in the man, often in unflattering ways that approached slut-shaming or implied she was pathetic for not realizing this was just what he did. To my knowledge, no one ever told him to stop, but I know that on at least one occasion he was told that some women considered him flirtatious. He feigned ignorance and innocence and protested that everyone knew he was married. And then the behavior continued, for years. I doubt I am the only one who felt it was problematic but it was hard to pin down. After all, many women are attracted to men. But I don’t think his behavior was irrelevant and I don’t think it was innocent. Too many women were subjected to ugly gossip and workplace distraction while the man got a pass for toying with people and causing drama. 
", Social sciences,Research Institute,Male,Faculty,Faculty,408
40,"In fall 1971, my sophomore year, I enrolled in a class taught by an African American male faculty member who had a reputation for sexually harassing female students. As I was  African American and his previous targets had all been white, I assumed I was safe. Around midterm, he insisted I was too advanced for the topic he’d assigned most of the class for a final paper and would need to meet with him in private to devise a topic for me. I knew that “private meetings” with him had been occasions for various forms of browbeating and manipulation for other women. Thus, I spent the remainder of the semester insisting I was too busy to meet with him and begging for a paper topic. Finally, realizing that if I failed to write a paper because I had no assigned topic I could be flunked, I explained my dilemma to another (legitimately) advanced student and asked her to share her topic with me, adding I would do my own research and inevitably produce results different from her own so there should be no question of plagiarism. She agreed. I thoroughly researched and carefully wrote my paper, vowing not to complain as long as the professor gave me a grade of B or above. Less than that and I felt confident my complaint would be taken seriously by the committee on faculty conduct, as I was a well-known, well-liked student with an excellent academic record who was also one of the leaders of the campus black student organization. The professor had been brought up on sexual harassment charges the previous year, but managed to elude censure by painting himself a victim of racism—a claim that would be much harder to make in my case. I received a B for the course, so felt no need to take matters further. The following semester, however, the professor flagged me down one day in the Student Union. He was seated with the girl who’d shared her topic with me and her boyfriend, another of the prof’s advanced students. The prof proceeded to inform me he’d been so impressed by my term paper that he wanted to meet with me to discuss the possibility of collaborating on its publication. At that point, I loudly informed him I was no longer his student, told him exactly what I thought of him and marched off.",Humanities,Regional College,Male,Graduate Student,Faculty,399
41,"A male graduate student in my department would routinely hunt for a new unsuspecting female graduate student every new student orientation. He especially liked single mothers in our department. He would be charming at first and then ridiculously controlling. I could write pages regarding his bad behavior and how stressed and upsetting he would make our female students. His behavior got worse as he progressed through the program. Yet faculty still wrote recommendation letters for him. He got a job as a tenure track faculty member and his behavior didn’t change there. He went on to ‘date’ numerous female undergrads and grads in his department. Till he got so obsessed with one student he ‘dated’ that he stalked and harassed her when she broke it off. Without revealing names, he eventually got fired by his university. Sadly it didn’t end there. He ended up going to the student’s house and shooting her dead and then he killed himself", Social sciences,Research Institute,Male,Graduate Student,Undergraduate Student,158
42,"While in My Ph.D. Course at the University of Sheffield, I was harassed while in the East Asian Studies Department. My leg was groped under the desk by a fellow graduate student during a lecture. His hand kept moving over to my leg and sliding up even though I had pushed it away. This was someone I didn't know personally and didn't see outside of class. He later started following me on campus and entering into coffee shops and pubs that I was in with friends to watch me. One night after I had a few pints he approached me at the pub when friends were leaving and tried to walk me home. I, fortunately, was escorted home by my friends. This continued until he moved on to someone else. The next woman he harassed was an undergraduate voice student of mine and filed a complaint with campus safty. I don't know what happened after that.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,156
43,"1. Undergraduate Student Experience:  Theology Doctoral Student tried to rape me at a private religious university.  He continued to stalk me and call me and leave creepy notes for me saying he would find me and was watching me.  I reported the incident to the university.  For punishment, he got sent to S. Korea to teach English to young girls for 2 years before he was allowed to come back to the university and finish his Theology Doctoral Degree.  It was otherwise, dismissed.  2.  As faculty, the Associate Dean came directly in my office after my divorce to tell me a story about him and another woman he had a threesome with and how wonderful it was to all the parties involved.  I kicked him out of my office- as Assistant Professor and made an official complaint.  Since then, it took ten women to file similar complaints and he finally got demoted, but is still tenured prof at that university. 3.  Too many instances to list.... it would take all day.",Applied science,Multiple,Other,Graduate Student,Graduate Student,181
