,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
10,"An assistant professor (not my advisor) slept with two of his undergraduate students, to the detriment of his graduate students. One of his grad students ended up leaving, in part because he would prioritize these students over her, blowing of their meetings to go on dates with the students.  This professor would also make really inappropriate comments about another professor and her child, all while professing to be an ally and advocate.  In more minor incidents that have happened to me directly, my academic siblings would touch me inappropriately at parties or have conversations with my breasts.  I had a collaborator spend way too much time talking to me about my outfit, rather than my science.",Natural sciences,Research Institute,Male,Graduate Student,Faculty,119
11,"I was working on an independent summer research project. I needed a database designed to record responses to a survey I administered, and my advisor directed me to the manager of a division of the Center he ran, which employed a technician who was available to do these kind of supplemental technology policy. When I spoke with the manager about my project needs and how to contact the technician, he explained that the previous technician had graduated and the new one wouldn't start until after the summer ended. Ergo, there was no one on staff to help with my project. However, he added, because the new technician has already been hired and was another (male) graduate student who I knew, I ""could probably work something out"" (said with a wink and grin) to get my project work done. It was disgusting and uncomfortable. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,144
12,"A grad student tried to rape another grad student in a hotel during a conference. He disregarded the fact that she already had a partner when he was coming on to her as well as the fact that she is queer and had no interest in him for multiple reasons. The department took no action against this student. He went on to win an award and get a tenure-track job. One of the most disturbing parts is that his research is about doing ethnographic research on incarcerated juvenile girls, so who knows what kinds of disturbing access he has to this vulnerable population and what types of things he may have tried to do. Also, the chair of the department was female yet was complicit in allowing his attempted rape to go completely unchecked. Meanwhile, the woman he tried to rape suffered severe mental health repercussions.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,146
13,"I have never personally been harassed or assaulted by anyone in my department. However, I would definitely say that my department and my graduate student colleagues have certainly contributed to a hostile work environment within the department. When I entered, the graduate cohort definitely felt like a ""boys club"" where the students with the most power were men, and their behavior fueled socializing and hierarchies in the department. Most of their socializing consisted of drinking and taking drugs until losing all control of themselves. It was not uncommon for them to exposing themselves at parties and even public places like bars.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,101
14,"As the first and only tenure-track faculty of color to be hired by my ex-department, I experienced racism, sexism and prejudice based on national origin for eight years. In particular, from September 2014 onwards, the former chair, a popular and influential personality on campus, engaged habitually in inappropriate, predatory and disrespectful conduct. During this time, I received numerous emails (even during my summer breaks in India), text messages and voice mails asking me to join him for either lunch, coffee or go kayaking with him. Once he had unexpectedly entered my lecture room, minutes before class was to begin, and asked me out for drinks; another time he wanted to go grocery shopping for me. Over the years, I endured his 'bad behavior' that included being intimidated by him twice on the road to work, and being pointedly informed by him that his brother was a parole officer. He also delayed the publication of my monograph, contracted with one of the leading international publishers in my field. The times we did go for lunch, they felt like dates more than meetings. He would also make flirty, suggestive comments; stare at certain parts of my body; and manspread in his office.",Humanities,Other Type of School,Male,Faculty,Chair/Dean/Head,200
15,"A full-time professor in the design department (not my major) followed me around while I was working on installing a student show. He often stared at me during this process, going out of his way to speak with me DURING his classes. A tenured illustration professor asked a friend of mine if she would be interested in doing some private figure modeling (nude) for him. A graphic design professor would address female peers in my class (including myself) as ""woman."" A full-time staff member at the school texted a student to tell her about his crush on her among other uncomfortable things. He was her boss and she was an undergraduate student-worker. A full-time professor in the film/video department would tell students about his home-life (including his unhappiness with his marriage), would drink and get high in front of students, and went so far as to begin harassing a student online and through texts/calls. He would ask students not to tell anyone about these moments. He often took students out drinking, especially on trips. A professor in graphic design was caught staring down a girl's shirt and caught mumbling under his breath, ""There is a God."" The chair of the photo department would inappropriately speak to female students, ignore male students, and harassed/intimidated a fellow employee. Would stand behind her and watch what she was doing at work for long durations. Etcetera...",Humanities,Regional College,Male,Graduate Student,Faculty,232
16,"First, let me say that I'm a male. While I know that around 10% of all sexual harassment incidents involve men as the victims, I think it is important for all to know that this happens to people of all identities.

While I was in graduate school at a major, private university, one of my male, professors would regularly make physical contact with me (kissing me, sticking his tongue in my ear, etc.). He was openly flirtatious with all but would become much more aggressive in private. I felt as if I had no choice but to allow this due to his status and power over my career and, at times, I felt like it might be something that was allowing me to remain in the program. This continued even after I concluded classes as I felt like I needed him as a reference.

I look back now in disgust at what he did but I fully remember the feeling that I had no choice but to submit. I think about this every day now that I'm a professor myself and wield the same power over grad students at a major university. We have to stop this.",Humanities,Elite Institution,Male,Graduate Student,Faculty,195
17,"In 2014-2015, a female colleague and friend (then a graduate student) became involved in a secret, polyamorous relationship with another female graduate student and a male adjunct faculty member. Technically, this relationship was in violation of the university's sexual conduct policies, as the adjunct faculty member taught in the graduate students' department. The relationship turned unhealthy when the male partner began to play each of the female partners against each other. Ultimately, my friend (who also lives with bipolar disorder) despaired and committed an act of self-harm. Though she recovered and remained active in the program, my friend's action brought the previously secret relationship to the attention of other graduate students in the department. However, my friend's female and male former partners both actively sought to maintain the relationship's secrecy by harassing and threatening other graduate students who inquired about the relationship and/or offered my friend support. The former partners successfully recruited some graduate students to their ""side,"" which created a stilted he-said/she-said/she-said dynamic. My friend, out of a combination of fear of drawing further departmental attention to herself and of potential reprisals from her former partners, insisted that none of this behavior be reported officially. At the time, I agreed out of respect for her wishes; I have come to regret this decision. In the end, the events were an open secret, as the entire graduate student body in the department became embroiled in the affair. One graduate student -- who bore the brunt of the female and male partners' harassment and bullying because of her advocacy on my friend's behalf -- left the program the following year.",Humanities,Elite Institution,Other,Graduate Student,Graduate Student,269
18,"At my first meeting with the course director of the class I was going to teach at my new institution - at my first academic job after a one-year postdoc - the male course director addressed me and the other new lecturer (a male grad student with no experience in the material or even in teaching at all) as if the male grad student would know what to do, and as if I was brand new (I had taught the material in three courses in the past). He ignored me, except when he turned to me to complain that the course was going downhill because ""nowadays there have to be black lesbians on every syllabus"" because of political correctness. This course had no black lesbians on the syllabus (in fact, no women writers at all, and hardly any modern texts). I am a white, straight, middle-class woman and was surprised at this remark. He then went back to ignoring me, addressing all his comments about teaching the Iliad and classical literature to the male grad student entirely. Until he suddenly focused on me, exclaiming: ""what am I thinking, we have a woman with us today. We should talk about Helen of Troy and her sexuality!"" I wasn't sure how to respond, but it was clear he wanted me to talk about sexuality in some form, which I didn't. After that, he went back to ignoring me, which he continued doing for pretty much the entire semester. I'm not sure he ever realized that I had some teaching experience with the texts and had resources to share, and that the poor grad student had no experience whatsoever. ",Humanities,Elite Institution,Male,Undergraduate Student,Chair/Dean/Head,277
19,"I was a male grad student who witnessed this behavior by a male professor toward female undergrads. The students and professors in my program had a lot of informal social interaction, with clear lines and behavioral standards of course. One professor would attend parties with the undergrads and get inappropriately drunk and dance with or become handsy/close/etc with the students. To my knowledge he never assaulted anyone but I would watch him act extremely inappropriately, and the female undergrads could see exactly what was happening and were VERY weirded out by it. Several female students told me stories of being made to feel extremely uncomfortable/threatened personally by his behavior at past events as well, in this same manner. This happened about twice per semester, if not more.  

That this professor, then and now, taught a required course that all undergrads in the major have to take, and some of them have to be dragged kicking and screaming to take it seriously. (I on the other hand LOVE this material.) This guy's behavior and reputation definitely pushed many students away from taking this particular field of study seriously, which deeply upsets me. 

I will also add that several of the other grad students he worked with - before, during, and after my time - are distinctly similar in their approach to undergrads, and one of them started dating an undergrad while in his PhD program, which I felt weird about. I hate to think this professor is producing more people like him to sprinkle around the landscape in our field.   ",Humanities,Research Institute,Male,Graduate Student,Faculty,263
20,"In a department where sexual harassment, race-, sex- and age-based discrimination, and highly questionable relationships between male professors and female students was rampant, what stood out was one person who complained about the situation. I was actually banned from taking a class in my discipline, in my specific subject, at a public institution and program into which I had been matriculated, owing to my complaints. I was denied employment opportunities for which I was not only qualified but the only candidate who was qualified. I am blackballed to this day in the local employment market. I became severely depressed. My advancement opportunities were severely curtailed. My entire personality changed and I have continued issues of trauma and depression now. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,120
21,"On a conference of our consortium with the senior prof and 'end boss/coordinator' of the grant. we all had a drink with all the participating PhD students and professors. We all had fun and drank quite some. Later that evening the 'end boss' started to get too close to me and other girls: putting arms around us and touching our ass etc. I got very infuriated and decided to go home early because I did not want to bring myself in a bad position. Other students and professors continued the party. Other students told me he got even more touchy. At the end of the night, he was masturbating with his hand in his pants in front/near the students. I'd like you to remind he is the senior coördinator/end boss/leader of the whole grant/consortium. Very established name. We still have to work and meet with him multiple times a year. ",Applied science,Research Institute,Male,Graduate Student,Graduate Student,151
22,"After my leave of absence I approached a professor and asked him if I could pass his final exam by submitting an essay to a booklet that other people from the course were putting together. That booklet was in fact their final. To what he replied, with other people present, ""How about you dance naked on a table for me?"" After  a pause, he added ""You'll have to come and answer questions no essays possible for you."" On the day of the exam, he was talking for an hour and a half and told me about a movie that had a blow job reference in it. That happened on a Saturday evening when everyone had already left. I was scared but didn't show it. In the end, he gave me a good grade and I left. ",Humanities,Other Type of School,Male,Undergraduate Student,Faculty,138
23,"In June of 2006, at a pub near campus after conference event. Senior professor, a man I was going to ask to be my supervisor, shouted at and verbally harassed me on patio full of people, in front of an amassed group of colleagues. He made fun of me and speculated about me sleeping with the male student I happened to be sitting with, and then worse, go on to accuse me of being no good at my work, tell me that I shouldn’t start a reading group because my language skills – in a class he had never taught me – weren’t good enough. He publicly humiliated me and plenty of people, male and female colleagues alike, sat there and said nothing.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,123
24,"I was meeting with a professor in my graduate program who acted as a mentor to me. It was my first semester or second in the program. I always sat on a couch in his office while he sat in his desk chair, but this time he got up to sit next to me on the couch. I was talking traveling to a nearby town, and he was explaining how to get there since I was new in town. He touched two spots on my thigh as a ""point A"" and ""point B"" to describe the route I should take.",Humanities,Other Type of School,Male,Graduate Student,Faculty,100
25,"We have a new building with glass walls, so that meetings and classes are clearly visible from hallways.  In our graduate seminar, every single time a woman walked past the classroom wearing a short skirt or tight clothes, our professor would stop speaking and overtly watch the woman walk past. He would then follow with comments such as ""now thats what I'm talking about"" and ""thank god for that"". Several of the men in the class would laugh. This happened every single class for the entire semester.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,88
26,"On of my graduate advisors sexualized every conversation.  I mean, every conversation-- found and had me write on passages that were about sex or the body.  He made meetings with me late at night.  Once, I went to his hotel room to meet him for dinner ""with his students"" at a conference out of state-- this was a long time ago and such things were common--- , and he opened the door in a silk bathrobe and he was naked underneath. I was in my good girl suit and sat at the edge of the chair until I could flee.  No one else was invited. He constantly comment on my appearance and that of the other women grad students, even undergrads.  He ""come on"" to everyone.  I took him off my committee and made the excuse that I was doing another period and text. I changed from early Jewish thought to early Christian thought to escape. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,163
27,"He touched me inappropriately at the dinner table during a dinner with a faculty candidate. I confronted him the next day and told him not to ever do that again. He did not, but has spent the intervening years saying disparaging things about my work and putting down my ideas in meetings.",Humanities,Research Institute,Male,Faculty,Graduate Student,52
28,"Too many individual incidents to recount so I'll focus on one: In grad school a professor made multiple inappropriate comments about women in the women's history class she was teaching. All the students in this relatively small class were women. Most were straight, some were queer. The professor self identified as a lesbian, and would talk about her sexuality in mildly inappropriate ""joking"" ways in class and in office hours to ""test the water"" with individual students, even though she was in a committed long term relationship. She would often ask us about our sexual relationships with other women, and if two of us talked to each other outside class and she saw us, she'd assume we were sleeping together and would question us about it. The worst remarks I recall her making in class were when she joked about ""pimping us all out,"" going so far as to name the nearby street where she envisioned turning us out as prostitutes. Most of us laughed nervously, a few people rolled their eyes or murmured in protest. She pretended these were ""just jokes"" but it was clearly giving her pleasure to abuse her power in this way--she enjoyed making us feel uncomfortable. She harassed the straight women in class incessantly. When she found out I was queer she backed off a little on me--I think she was afraid that if a queer woman reported her for sexual harassment it would have more weight. She didn't harass the other out queer woman in class much either. Or maybe she was just afraid that a queer woman might be more likely to report her.",Humanities,Elite Institution,Female,Graduate Student,Faculty,271
29,"When another (tenured, senior, male) faculty member didn't like the work I was doing on a committee, he sent an email to the entire faculty at my institution in which he wondered how I had time to do that committee work AND care for my children. He also wrote a separate email to all senior faculty in which he assassinated my character, encouraging those faculty to ensure that I would not be elected to any future committee position. Elected service is a component of tenure review, so he was attempting to undermine my ability to progress at my institution.  ",Humanities,Regional College,Male,Faculty,Faculty,101
30,"University of Wyoming 2011. My teaching mentor began asking me inappropriate personal questions about my marriage, my sex life, etc. He repeatedly called me and emailed me, in addition to one on one meetings, to demand I answer these and other questions. It became clear later that he was having sexual  affairs with his other mentees, and presumable expected me to want the same relationship with him.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,68
31,"There was a man in a higher up position in my program. He made it seem like we were friends and like I was his protege or something like that. He hired me as work study to work in his office. When I had boy trouble, he helped me and talked me through it, since he was friends with the other undergraduate student who I was dating. He often took me to lunch. He once told my boyfriend (mentioned before) that he was lucky to date me. He would comment on my clothes if something didn’t fit right. When I told him I’m bisexual, he made a joke of it because he didn’t believe me. Once, when I didn’t turn in an assignment on time and he over-reacted by criticizing me in front of my class, he texted me afterward and all he said was “it’ll be ok.” I looked up to him, and I took advantage of having someone higher up in the school’s administration by my side. He seemed to have a lot of faith in me. It took me a few years to realize how toxic it had been. It took until joining a program where the professors are professional to realize that what he was doing was wrong. ",Humanities,Regional College,Male,Graduate Student,Staff,213
32,"I frequently commented online about university issues and frequently agreed with several staff members who also posted on the same university fan site, including a male professor in my honors program who I respected, and frequently consulted for advice and other guidance on things. Those who disagreed with me somehow then alleged that our relationship was sexual in nature, which led to extensive trolling online and likely elsewhere. I was also taunted over a friendship with the son of two professors along a similar nature. This was a conservative Christian university, so allegations that I was a ""slut,"" a ""whore"" or worse were even worse than they would be elsewhere. Of course, men who cause a stir with strong ideas rarely if ever get called things like ""sluts."" ", Social sciences,Other Type of School,Other,Graduate Student,Graduate Student,129
33,"I was a witness. A graduate student contacted me a year after I happened to walk in on her and her department chair. At the time I had a sense I had interrupted some type of physical intimacy. When the student called me a year later, she told me she had been very happy to see me at that moment because I had interrupted something very awkward. She was going to sue the harasser and asked if I would testify to seeing them together within arm's reach. However, I didn't hear from her or her lawyer again.", Social sciences,Research Institute,Male,Graduate Student,Chair/Dean/Head,97
34,"1)A lab mate thought that it was ok to hug me awkwardly because I am gay, so I don't mind men hugging me like that. He would ask to meet me in isolated places so that he could hug me for very long moments. I expressed my discomfort and confusion with that because he always says that I am his best friend but that's not how friends hug! He stopped hugging me like that for a while upon my request then last time I saw him he did it again. I don't think we are friends anymore. 
2) In a professional conference, a guy got himself drunk, started hugging me, saying that he loves me and wanted to kiss me. I said no and he kept getting his face close to mine so I pushed him and ran back to my room. ",Natural sciences,Research Institute,Other,Graduate Student,Graduate Student,143
35,"After two major presentations to the board of trustees, at which males also presented, the VP of Academic Affairs (CAO) walked in front of the board of trustees and all in the room and learned down and gave me a big hug without asking and said great job sweetie.  This same response was not given to the men who presented at the very same meeting.",Natural sciences,Other Type of School,Male,Chair/Dean/Head,Chair/Dean/Head,66
36,"I was an undergrad at a community college and I had a meeting with my English professor to talk about a paper. After giving me feedback, once comment including I should use more of my own voice, he ""playfully"" said to get out of here before he would have to spank me, as he held the paper up over his head about to perform the action. I nervously laughed and left. I was 19. ",Humanities,Research Institute,Male,Undergraduate Student,Faculty,75
37,"I am glad to report as a graduate student in the 90s that I had great female 
mentors and did not experience harassment directly. My friend, though, said that
one of the senior professors in our department stared at her in his office and
made her very uncomfortable. Sometime later, I asked this senior member to be on
my Masters exam committee as he had knowledge of my field, and he was very 
harsh during the exam and made the other two (less senior female professors)
feel that their input was less important.  During their discussion after I left the
room, he disclosed that he did not want me to continue in the program, even 
though I had done well and excelled at it (but I had written a paper that was 
subpar for one of his classes and never re-wrote it).   I wound up feeling like a 
""dud"" and not very smart for years, even though I was allowed to continue to the 
PhD level.  I wound up getting stubborn and wanted a caring, smart person like 
me to succeed in academia.  I am now a tenured professor, but I was very fragile 
during those graduate school days.  ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,201
38,"I was in an MA program about ten years ago. My thesis advisor made frequent comments about my appearance, calling my shoes sexy, telling me I was the ""right"" kind of feminist (a hot one), talking about the good old days when professors could have sex with their students with impunity, telling me about his sexual exploits, etc. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,59
39,"(1) A professor invited a student over to her house after she asked for feedback on a presentation. He opened the door wearing his underwear and didn’t change the entire time she was there. (2) A fellow grad student anonymously sent naked photographs of a student in another department to her employers once she graduated and started her new job. Told them she had various STDs and couldn’t be trusted. He was her ex. (3) A fellow grad student stalked and harassed another grad student for 8 months, alternating between begging her to give him a chance and threatening her (or suicide) if she didn’t. She had to call the police on more than one occasion and eventually she left the town our school is in to finish her PhD. (4) Apparently, he did this to several other students as well - begged for sex and lashed out with various threats if they weren’t interested. (5) Another grad student was known to harass women; several of them filed a complaint in our department. ", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,174
40,"During my time in undergrad I worked under an incredible scientist for two years. He was very kind and intelligent. I didn't interact with him much, however, because he had been battling a serious illness since before I began working for him. Towards the end of my time in lab I received an email under his name (but a different address than usual) with the subject line ""I'm dying, need your love."" In the email he professed his love for me, saying he wanted to leave his wife for me and that I couldn't tell anyone. As my advisor, he held my future in his hands... My heart sank; I was so uncomfortable and I didn't know what to do. Neither did my boyfriend, who also worked in the lab and had another year left of school. I spoke with another female undergrad in my lab and she received a similar email the week before. She sent it to some department at the university that was supposed to handle those kinds of issues and recommended I did the same. I did, but never heard back about the incident. They never investigated or responded to my email. My labmate had a feeling it was sent by the postdoc who had recently been fired. He preyed on us as female students in an attempt to get my advisor fired. My advisor kept his position (I'm glad, he was a good man and that email was out of character) but died from his illness a few years later. It's sickening that the postdoc used us as pawns to try to end my advisor's career. (That postdoc sucked at his job, by the way.)",Natural sciences,Research Institute,Other,Graduate Student,Graduate Student,280
41,"My dissertation advisor was grooming me for a sexual relationship. At an early meeting, he saw me removing lint from my leg, and looking me up and down, said, ""Don't worry, you look fantastic."" He soon after changed our planned early evening meeting at his office to a bar downtown, the site of a nude photo exhibit at the time. I declined the meeting. I told two close colleagues about my concerns and they minimized them, saying that he treated students like family members so lines were blurred and he just did things differently. Shortly after he was outed as having a sexual relationship with another student and was fired. ",Applied science,Elite Institution,Male,Graduate Student,Faculty,111
42,"1) two men drew a stick figure of me with boobs on the chalkboard behind the projector screen for me to find before my class began. 
2) man told me he’d had an inappropriate dream about me. 
3) man who started my subfield made inappropriate comments about my appearance at a conference
4) continuous comments about how much my dowry would be in a third world country by field team made up all men. ",Humanities,Multiple,Male,Graduate Student,Graduate Student,74
43,"In my first year of undergraduate, I was sexually abused for months by my language professor and boss while working for him in his office. I was desperate for a father figure, but he told me he loved me and needed to express that physically. I said no, repeatedly, but felt powerless. I was barely 18. He was in his late 50s. ",Humanities,Regional College,Male,Graduate Student,Faculty,63
44,"I was on a graduate school interview and went to a social event with current graduate students in the program. We went out to dinner and then to a bar where one of the more senior graduate students told another female applicant and me that his evaluations of us, which he implied would be shared with the selection committee, would be higher if we kissed each other. I laughed it off uncomfortably, but he was not joking. This person was a clinical psychology graduate student. Blatant coercion and sexual harassment are completely antithetical to the code of ethics for clinical psychologists.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,101
45,"I am a Ph.D. student. Another Ph.D. candidate would come into my office during office hours and talk about sex. I would lie and tell him that I have an appointment with a student soon to get him out of my office. One day, when it was time to go home, he stood in the doorway of my office and blocked the doorway. He kept staring at my chest. I realized that no one was in the hallway and got frightened. He invited me to a party at his house and to my relief left. Later I learned that I was the only grad student invited to that party. Of course I didn't go. I also heard that he was asking other grad students for my address - no one would give it to him though because I was not the only female graduate student that he harassed.  Everyone knew that he was trouble for female grad students. Eventually someone turned him in and the school was looking in to the situation. He was not hired as an adjunct instructor after graduation and was told to leave the university. I was very bothered because he had talked about his female students in a sexual way. I should have reported him but was afraid of what this would do for me. In the university, it's common knowledge that reporting these incidents never go well for women.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,236
46,"Myself, and a number of women in my graduate program, were subject to sexually explicit jokes and commentary from a male faculty member. I was shown graphic sexual imagery. I was called sexist and derogatory terms, e.g. ""bitch."" I received unwanted touching of a non-sexual nature, but that was definitely unwelcome in the context of this person's sexualized everyday discourse. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,61
47,"Major professor constantly lured young women in (particularly women of color/first generation students and otherwise marginalized women in the academy) with promises of being a ""father like"" figure. Part of this relationship was built on young women's willingness to confide in this mentor, including private information about sexual relationships and assertion to these graduate students that they could only be successful with the support of this mentor. Mentor often referenced his own sex life with his wife, made flirtatious comments to women mentees about his desire to pursue a relationship with them, and commented on the physical attractiveness and bodies of these mentees and other women in public spaces. Upon graduating, and realizing how inappropriate this behavior was, I shared my story with other women in our department who were generally aware of these patterns, and many of whom shared the same experiences. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,144
48,"A senior faculty made advances on numerous students and some female faculty, including me. Usually, these incidents would entail excessive touching, and sometimes putting his hand below one's shirt or down one's pants in public (at parties or at a bar, usually drunk). The faculty member also kissed students on the mouth regularly. ",Humanities,Research Institute,Male,Faculty,Chair/Dean/Head,54
49,"Senior professor has a long history of harassing female graduate students and post-docs in his lab and beyond (inappropriate comments about appearance, inappropriate physical contact, invitations to step into his conference hotel room after a long night of drinking at conference, professional promises are made for 'special' attention, inappropriate text messaging...} [the rest redacted]",Applied science,Elite Institution,Other,Graduate Student,Graduate Student,54
50,"A former female colleague insinuates that male academics she has or hasn't met, but takes a dislike to, have abused or otherwise undermined her. She'll also try to professionally and publicly humiliate people of any gender who discuss her scholarship in anything short of adulation. This happened to me, and I later learned through my peers that I was just the latest in a still growing line. ",Humanities,Multiple,Female,Graduate Student,Faculty,68
